TextKey,Text
C2_MIRROR_REVEAL,*[Mika kéo tấm vải xuống. Gương lớn. Cũ.]*
C2_MIRROR_REVEAL_2,...Reflection của cậu. Nhưng trẻ hơn. Nhỏ hơn. Tóc khác. Quần áo khác. Cậu đã ở đây lâu hơn cậu nghĩ.
C2_LORE_ALBUM,[ALBUM ẢNH — Bìa cũ] Ảnh 1: Mika và mình, ở đây. Ảnh 2: Mika, mình, và... người thứ ba bị xé mặt. Ảnh 3: Mình — đứng nhìn gương. Ai chụp?
C2_LORE_ALBUM_2,...Trong phòng này không có camera. Không có ai khác. Ai chụp?
C2_LORE_ALBUM_3,...
C2_EXAMINE_SHADOW,Ngoài cửa sổ — bóng người. Đứng nhìn lên. Trong bóng tối phía dưới.
C2_EXAMINE_SHADOW_2,...Ai đó đang ở ngoài đó. Trong void đó.
C2_SHADOW_MIKA_WARN,...Đừng mở cửa sổ.
C2_SHADOW_MIKA_CHOICE,...Không có ai ở đó cả.
C2_SHADOW_ASK,Người đó là ai?
C2_SHADOW_GRAB,*[Toan mở cửa sổ]*
C2_MIKA_BREAK_1,...Cậu biết không... đôi khi tớ cũng không biết mình là ai.
C2_MIKA_BREAK_2,Tất cả những gì tớ biết là... cậu cần tớ.
C2_MIKA_BREAK_3,...Nếu cậu thức dậy... thì tớ có còn tồn tại không?
C2_MIKA_BREAK_4,...Tớ sợ câu trả lời đó.
C2_VOID_ROOM_ENTER,...Phòng này không có trong nhà. Không có đồ đạc. Bê tông. Một bóng đèn. Và... mùi bệnh viện?
C2_VOID_ROOM_2,Giữa phòng: một chiếc ghế. Một gương tay nhỏ.
C2_VOID_ROOM_3,...*[Nhìn vào gương tay]* Không phải phòng này. Không phải nhà. Một phòng bệnh viện. Trần trắng. Đèn huỳnh quang. Trên giường —
C2_END_PATH_A_1,...Cậu nằm mơ thôi. Không có gì đâu.
C2_END_PATH_A_2,...Ăn sáng không?
C2_END_PATH_B_1,...Lần này tớ nghe thấy. Tiếng máy. Tiếng bíp đều đều.
C2_END_PATH_B_2,...Tôi biết đường về rồi.
C2_END_PATH_C_1,...Cậu không sợ sao?
C2_END_PATH_C_CHOICE,...Hầu hết mọi người đều sợ.
C2_END_FEAR_MIKA,Tôi sợ mất Mika hơn.
C2_END_FEAR_REALITY,Tôi sợ không thức dậy được.
CHOICE_C2_REASON_COMFORT,Vì tôi muốn ở lại.
CHOICE_C2_REASON_TRAPPED,Vì tôi không thoát được.
CHOICE_C2_REASON_TRUTH,Vì tôi chưa nhớ hết.
CHOICE_C2_MIRROR_YES,Muốn xem.
CHOICE_C2_MIRROR_NO,(lùi lại)
CHOICE_C2_WHO,Người đó là ai?
CHOICE_C2_OPEN,(toan mở cửa sổ)
CHOICE_C2_FEAR_MIKA,Tôi sợ mất Mika hơn.
CHOICE_C2_FEAR_REALITY,Tôi sợ không thức dậy được.
EXAMINE_WASHING_MACHINE_D1,...Máy giặt. Tiếng ồn nhẹ. Đang hoạt động.
EXAMINE_STOVE_D1,...Bếp. Vẫn còn ấm. Mika mới nấu xong.
EXAMINE_MIRROR_D1,...Gương phòng tắm. Mặt mình... mệt hơn mình nghĩ.
EXAMINE_RADIO_D1,...Cái radio cũ. Tắt. Màn hình số đều trắng.
EXAMINE_TABLE_D1,...Bàn ăn. Lau sạch. Ngay ngắn.
EXAMINE_TV_D2,...TV. Hình ảnh hơi nhiễu hôm nay. Nhưng vẫn ổn.
